doc_no,company_code,fisc_year,line_no,post_date,doc_date,fisc_month,acc_code,acc_name,acc_type,amount,dc_indicator,counterparty,department,description,doc_type,reversal_yn,reversal_ref,_post_year,_post_month,_post_day,_post_weekday,_post_quarter,_is_weekend,_fisc_month_int,_debit,_credit,_amount,_is_pl,_is_reversal_flag,_flag_weekend,_flag_reversal,_flag_out_of_period,_flag_duplicate
90000320,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1136.26,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1136.26,0,1136.26,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000321,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),136.22,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,136.22,0,136.22,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000322,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),272.45,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,272.45,0,272.45,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000323,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),541.73,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,541.73,0,541.73,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000324,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),361.15,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,361.15,0,361.15,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000325,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),136.22,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,136.22,0,136.22,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000326,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),180.58,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,180.58,0,180.58,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000327,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),272.45,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,272.45,0,272.45,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000328,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),541.73,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,541.73,0,541.73,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000329,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),272.45,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,272.45,0,272.45,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000330,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),136.22,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,136.22,0,136.22,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000331,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),146.78,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,146.78,0,146.78,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000332,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),440.35,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,440.35,0,440.35,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000333,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),568.13,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,568.13,0,568.13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000335,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),2272.51,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,2272.51,0,2272.51,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000336,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),568.13,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,568.13,0,568.13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000337,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1609.34,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1609.34,0,1609.34,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000338,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),804.67,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,804.67,0,804.67,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000339,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4023.36,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4023.36,0,4023.36,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000340,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),945.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,945.12,0,945.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000341,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1890.24,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1890.24,0,1890.24,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000342,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),945.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,945.12,0,945.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000343,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),3780.48,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,3780.48,0,3780.48,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000344,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000345,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),945.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,945.12,0,945.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000346,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1869.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1869.12,0,1869.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000347,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000348,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1869.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1869.12,0,1869.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000349,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),934.56,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,934.56,0,934.56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000350,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000352,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4672.8,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4672.8,0,4672.8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000353,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1869.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1869.12,0,1869.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000354,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),934.56,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,934.56,0,934.56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000355,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000357,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4672.8,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4672.8,0,4672.8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000358,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),934.56,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,934.56,0,934.56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000359,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1869.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1869.12,0,1869.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000360,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1869.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1869.12,0,1869.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000361,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1869.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1869.12,0,1869.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000362,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),934.56,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,934.56,0,934.56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000363,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4725.6,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4725.6,0,4725.6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000364,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1890.24,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1890.24,0,1890.24,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000365,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),945.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,945.12,0,945.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000366,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4725.6,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4725.6,0,4725.6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000367,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),945.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,945.12,0,945.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000368,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1890.24,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1890.24,0,1890.24,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000369,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1890.24,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1890.24,0,1890.24,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000370,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1890.24,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1890.24,0,1890.24,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000371,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),945.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,945.12,0,945.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000372,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4725.6,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4725.6,0,4725.6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000373,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1890.24,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1890.24,0,1890.24,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000374,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),934.56,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,934.56,0,934.56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000375,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4672.8,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4672.8,0,4672.8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000376,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),934.56,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,934.56,0,934.56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000377,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1869.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1869.12,0,1869.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000378,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1869.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1869.12,0,1869.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000379,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),934.56,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,934.56,0,934.56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000380,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4672.8,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4672.8,0,4672.8,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000381,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),934.56,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,934.56,0,934.56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000382,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1869.12,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1869.12,0,1869.12,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000383,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),2840.64,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,2840.64,0,2840.64,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000384,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),568.13,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,568.13,0,568.13,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000385,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1136.26,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1136.26,0,1136.26,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000386,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),1136.26,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,1136.26,0,1136.26,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000387,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000389,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),8959.68,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,8959.68,0,8959.68,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000390,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000392,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000394,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000395,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),27985.82,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,27985.82,0,27985.82,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000396,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000398,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),8126.96,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,8126.96,0,8126.96,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000399,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000401,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000402,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000404,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000405,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000407,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),7209.91,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,7209.91,0,7209.91,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000408,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),94340.16,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,94340.16,0,94340.16,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000409,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),18868.03,차변(Debit),Bulls Eye,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,18868.03,0,18868.03,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000410,C001,2022,1,2022-03-15,2022-03-15,03월,121000,Unfinished products,손익계산서(PL),4922.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,15,Tuesday,1,FALSE,3,4922.5,0,4922.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000412,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000413,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000414,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000415,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000416,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000417,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000418,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000419,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000420,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000421,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000422,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000423,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000424,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),5472.5,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,5472.5,0,5472.5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
90000425,C001,2022,1,2022-03-16,2022-03-16,03월,121000,Unfinished products,손익계산서(PL),550,차변(Debit),Customer-Elec,,,청구서검증,해당없음,,2022,3,16,Wednesday,1,FALSE,3,550,0,550,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
